month,sc.sector,avg_percent_change
11/24/2,Information Technology,0.77
11/24/2,Materials,0.76
11/24/2,Health Care,0.75
11/24/2,Financials,0.62
11/24/2,Real Estate,0.43
11/24/2,Consumer Staples,0.2
11/24/2,Utilities,-0.13
11/24/2,Telecommunications Services,-0.27
11/25/2,Consumer Staples,0.22
11/25/2,Real Estate,0.16
11/25/2,Industrials,0.13
11/25/2,Telecommunications Services,0.11
11/25/2,Utilities,0.04
11/25/2,Health Care,0.04
11/25/2,Financials,-0.04
11/25/2,Consumer Discretionary,-0.06
11/25/2,Information Technology,-0.07
11/25/2,Materials,-0.2
11/25/2,Energy,-0.62
11/26/2,Information Technology,0.4
11/26/2,Telecommunications Services,0.36
11/26/2,Real Estate,0.3
11/26/2,Consumer Discretionary,0.2
11/26/2,Utilities,0.19
11/26/2,Industrials,0.17
11/26/2,Consumer Staples,0.16
11/26/2,Materials,0.06
11/26/2,Financials,0.04
11/26/2,Health Care,0.03
11/26/2,Energy,-0.41
11/27/2,Real Estate,0.62
11/27/2,Consumer Staples,0.2
11/27/2,Telecommunications Services,0.13
11/27/2,Industrials,0.1
11/27/2,Information Technology,0.07
11/27/2,Utilities,0.04
11/27/2,Health Care,-0.05
11/27/2,Materials,-0.14
11/27/2,Financials,-0.15
11/27/2,Consumer Discretionary,-0.24
11/27/2,Energy,-0.51
11/28/2,Utilities,0.7
11/28/2,Information Technology,0.6
11/28/2,Consumer Staples,0.51
11/28/2,Consumer Discretionary,0.47
11/28/2,Telecommunications Services,0.42
11/28/2,Health Care,0.36
11/28/2,Industrials,0.08
11/28/2,Real Estate,-0.05
11/28/2,Financials,-0.11
11/28/2,Materials,-0.16
11/28/2,Energy,-1.0
11/29/2,Energy,0.39
11/29/2,Utilities,0.37
11/29/2,Materials,0.25
11/29/2,Consumer Staples,0.1
11/29/2,Health Care,0.09
11/29/2,Industrials,0.04
11/29/2,Financials,0.01
11/29/2,Consumer Discretionary,0.0
11/29/2,Telecommunications Services,-0.01
11/29/2,Information Technology,-0.07
11/29/2,Real Estate,-0.11
11/3/20,Utilities,0.54
11/3/20,Information Technology,0.53
11/3/20,Financials,0.37
11/3/20,Industrials,0.25
11/3/20,Consumer Discretionary,0.17
11/3/20,Materials,0.09
11/3/20,Consumer Staples,0.08
11/3/20,Energy,0.06
11/3/20,Real Estate,0.05
11/3/20,Health Care,-0.27
11/3/20,Telecommunications Services,-1.35
11/30/2,Energy,0.85
11/30/2,Materials,0.61
11/30/2,Financials,0.57
11/30/2,Industrials,0.29
11/30/2,Telecommunications Services,0.26
11/30/2,Information Technology,0.25
11/30/2,Real Estate,0.22
11/30/2,Utilities,0.07
11/30/2,Consumer Discretionary,-0.08
11/30/2,Health Care,-0.1
11/30/2,Consumer Staples,-0.23
11/4/20,Information Technology,0.32
11/4/20,Financials,0.3
11/4/20,Materials,0.28
11/4/20,Health Care,0.26
11/4/20,Real Estate,0.25
11/4/20,Industrials,0.17
11/4/20,Energy,0.15
11/4/20,Consumer Discretionary,0.04
11/4/20,Consumer Staples,-0.08
11/4/20,Utilities,-0.08
11/4/20,Telecommunications Services,-0.23
11/5/20,Financials,0.5
11/5/20,Energy,0.39
11/5/20,Materials,0.34
11/5/20,Industrials,0.26
11/5/20,Consumer Discretionary,0.23
11/5/20,Information Technology,0.19
11/5/20,Consumer Staples,0.08
11/5/20,Telecommunications Services,-0.01
11/5/20,Real Estate,-0.07
11/5/20,Health Care,-0.12
11/5/20,Utilities,-0.13
11/6/20,Materials,0.67
11/6/20,Information Technology,0.65
11/6/20,Energy,0.55
11/6/20,Industrials,0.44
11/6/20,Financials,0.4
11/6/20,Health Care,0.26
11/6/20,Consumer Discretionary,0.25
11/6/20,Consumer Staples,0.2
11/6/20,Telecommunications Services,-0.42
11/6/20,Utilities,-0.68
11/6/20,Real Estate,-0.8
11/7/20,Utilities,0.03
11/7/20,Consumer Staples,-0.05
11/7/20,Materials,-0.12
11/7/20,Real Estate,-0.21
11/7/20,Energy,-0.23
11/7/20,Health Care,-0.23
11/7/20,Industrials,-0.32
11/7/20,Telecommunications Services,-0.32
11/7/20,Information Technology,-0.37
11/7/20,Financials,-0.4
11/7/20,Consumer Discretionary,-0.41
11/8/20,Materials,0.63
11/8/20,Financials,0.52
11/8/20,Consumer Staples,0.48
11/8/20,Energy,0.48
11/8/20,Health Care,0.48
11/8/20,Industrials,0.44
11/8/20,Information Technology,0.24
11/8/20,Utilities,0.2
11/8/20,Consumer Discretionary,0.16
11/8/20,Telecommunications Services,0.03
11/8/20,Real Estate,-0.08
11/9/20,Telecommunications Services,0.5
11/9/20,Energy,0.11
11/9/20,Industrials,0.05
11/9/20,Consumer Staples,-0.04
11/9/20,Materials,-0.11
11/9/20,Consumer Discretionary,-0.12
11/9/20,Information Technology,-0.14
11/9/20,Health Care,-0.28
11/9/20,Financials,-0.31
11/9/20,Utilities,-0.56
11/9/20,Real Estate,-1.34
12/1/20,Financials,0.3
12/1/20,Health Care,0.2
12/1/20,Industrials,0.16
12/1/20,Utilities,0.15
12/1/20,Consumer Discretionary,0.07
12/1/20,Energy,0.06
12/1/20,Consumer Staples,0.03
12/1/20,Materials,-0.03
12/1/20,Information Technology,-0.19
12/1/20,Real Estate,-0.2
12/1/20,Telecommunications Services,-0.24
12/10/2,Health Care,0.11
12/10/2,Real Estate,0.02
12/10/2,Information Technology,0.01
12/10/2,Financials,-0.03
12/10/2,Industrials,-0.06
12/10/2,Consumer Discretionary,-0.16
12/10/2,Energy,-0.2
12/10/2,Materials,-0.21
12/10/2,Telecommunications Services,-0.22
12/10/2,Consumer Staples,-0.33
12/10/2,Utilities,-0.76
12/11/2,Consumer Staples,0.12
12/11/2,Utilities,0.01
12/11/2,Health Care,-0.28
12/11/2,Information Technology,-0.38
12/11/2,Telecommunications Services,-0.41
12/11/2,Real Estate,-0.45
12/11/2,Industrials,-0.49
12/11/2,Consumer Discretionary,-0.55
12/11/2,Materials,-0.6
12/11/2,Financials,-0.7
12/11/2,Energy,-1.2
12/12/2,Utilities,0.09
12/12/2,Real Estate,-0.13
12/12/2,Consumer Discretionary,-0.22
12/12/2,Health Care,-0.28
12/12/2,Consumer Staples,-0.42
12/12/2,Industrials,-0.43
12/12/2,Telecommunications Services,-0.45
12/12/2,Information Technology,-0.47
12/12/2,Financials,-0.59
12/12/2,Energy,-0.69
12/12/2,Materials,-0.72
12/13/2,Utilities,0.05
12/13/2,Telecommunications Services,-0.24
12/13/2,Consumer Staples,-0.37
12/13/2,Health Care,-0.38
12/13/2,Real Estate,-0.52
12/13/2,Energy,-0.56
12/13/2,Materials,-0.62
12/13/2,Industrials,-0.64
12/13/2,Information Technology,-0.64
12/13/2,Financials,-0.78
12/13/2,Consumer Discretionary,-0.94
12/14/2,Health Care,0.0
12/14/2,Consumer Staples,-0.06
12/14/2,Real Estate,-0.2
12/14/2,Financials,-0.22
12/14/2,Industrials,-0.27
12/14/2,Telecommunications Services,-0.41
12/14/2,Materials,-0.43
12/14/2,Information Technology,-0.52
12/14/2,Consumer Discretionary,-0.52
12/14/2,Utilities,-0.73
12/14/2,Energy,-0.76
12/15/2,Telecommunications Services,0.11
12/15/2,Consumer Staples,0.06
12/15/2,Utilities,0.0
12/15/2,Health Care,-0.11
12/15/2,Materials,-0.19
12/15/2,Financials,-0.27
12/15/2,Industrials,-0.33
12/15/2,Real Estate,-0.33
12/15/2,Information Technology,-0.37
12/15/2,Consumer Discretionary,-0.41
12/15/2,Energy,-0.49
12/16/2,Utilities,0.61
12/16/2,Telecommunications Services,0.58
12/16/2,Energy,0.52
12/16/2,Real Estate,0.36
12/16/2,Industrials,0.31
12/16/2,Consumer Staples,0.23
12/16/2,Materials,0.17
12/16/2,Health Care,0.07
12/16/2,Consumer Discretionary,-0.03
12/16/2,Information Technology,-0.06
12/16/2,Financials,-0.14
12/17/2,Utilities,0.74
12/17/2,Real Estate,0.45
12/17/2,Energy,0.38
12/17/2,Materials,0.34
12/17/2,Health Care,0.32
12/17/2,Information Technology,0.19
12/17/2,Financials,0.17
12/17/2,Consumer Staples,0.17
12/17/2,Consumer Discretionary,0.15
12/17/2,Telecommunications Services,-0.04
12/17/2,Industrials,-0.18
12/18/2,Health Care,0.82
12/18/2,Industrials,0.74
12/18/2,Utilities,0.73
12/18/2,Financials,0.56
12/18/2,Information Technology,0.55
12/18/2,Consumer Discretionary,0.52
12/18/2,Real Estate,0.49
12/18/2,Consumer Staples,0.44
12/18/2,Materials,0.37
12/18/2,Telecommunications Services,0.32
12/18/2,Energy,-0.02
12/19/2,Energy,-0.07
12/19/2,Industrials,-0.23
12/19/2,Information Technology,-0.32
12/19/2,Telecommunications Services,-0.36
12/19/2,Health Care,-0.36
12/19/2,Materials,-0.37
12/19/2,Consumer Staples,-0.38
12/19/2,Financials,-0.48
12/19/2,Utilities,-0.49
12/19/2,Real Estate,-0.49
12/19/2,Consumer Discretionary,-0.69
12/2/20,Financials,0.17
12/2/20,Information Technology,0.14
12/2/20,Real Estate,0.01
12/2/20,Energy,-0.03
12/2/20,Consumer Staples,-0.12
12/2/20,Industrials,-0.13
12/2/20,Health Care,-0.15
12/2/20,Consumer Discretionary,-0.17
12/2/20,Materials,-0.18
12/2/20,Utilities,-0.43
12/2/20,Telecommunications Services,-0.62
12/20/2,Real Estate,0.9
12/20/2,Financials,0.74
12/20/2,Materials,0.65
12/20/2,Industrials,0.65
12/20/2,Energy,0.6
12/20/2,Information Technology,0.48
12/20/2,Consumer Discretionary,0.47
12/20/2,Utilities,0.44
12/20/2,Health Care,0.33
12/20/2,Consumer Staples,0.22
12/20/2,Telecommunications Services,0.17
12/21/2,Energy,0.35
12/21/2,Financials,0.29
12/21/2,Consumer Staples,0.21
12/21/2,Industrials,0.21
12/21/2,Consumer Discretionary,0.19
12/21/2,Materials,0.16
12/21/2,Utilities,0.13
12/21/2,Health Care,0.08
12/21/2,Information Technology,-0.09
12/21/2,Real Estate,-0.15
12/21/2,Telecommunications Services,-0.25
12/22/2,Telecommunications Services,0.58
12/22/2,Financials,0.57
12/22/2,Real Estate,0.5
12/22/2,Information Technology,0.47
12/22/2,Energy,0.44
12/22/2,Industrials,0.36
12/22/2,Utilities,0.29
12/22/2,Materials,0.29
12/22/2,Health Care,0.27
12/22/2,Consumer Staples,0.23
12/22/2,Consumer Discretionary,-0.11
12/23/2,Energy,0.75
12/23/2,Telecommunications Services,0.64
12/23/2,Materials,0.61
12/23/2,Information Technology,0.26
12/23/2,Industrials,0.26
12/23/2,Financials,0.23
12/23/2,Consumer Discretionary,0.22
12/23/2,Consumer Staples,0.18
12/23/2,Utilities,0.18
12/23/2,Health Care,0.02
12/23/2,Real Estate,-0.06
12/24/2,Utilities,0.53
12/24/2,Materials,0.38
12/24/2,Telecommunications Services,0.25
12/24/2,Industrials,0.17
12/24/2,Health Care,0.16
12/24/2,Information Technology,0.07
12/24/2,Real Estate,0.05
12/24/2,Financials,0.01
12/24/2,Consumer Staples,-0.04
12/24/2,Consumer Discretionary,-0.09
12/24/2,Energy,-0.23
12/26/2,Materials,0.1
12/26/2,Telecommunications Services,-0.09
12/26/2,Health Care,-0.12
12/26/2,Industrials,-0.12
12/26/2,Utilities,-0.16
12/26/2,Consumer Staples,-0.2
12/26/2,Information Technology,-0.21
12/26/2,Real Estate,-0.28
12/26/2,Consumer Discretionary,-0.28
12/26/2,Financials,-0.28
12/26/2,Energy,-0.53
12/27/2,Real Estate,0.44
12/27/2,Utilities,0.27
12/27/2,Energy,0.14
12/27/2,Information Technology,0.13
12/27/2,Materials,0.13
12/27/2,Consumer Discretionary,0.11
12/27/2,Consumer Staples,0.09
12/27/2,Health Care,0.06
12/27/2,Financials,0.04
12/27/2,Industrials,0.02
12/27/2,Telecommunications Services,0.01
12/28/2,Real Estate,-0.31
12/28/2,Utilities,-0.33
12/28/2,Consumer Staples,-0.36
12/28/2,Telecommunications Services,-0.5
12/28/2,Consumer Discretionary,-0.53
12/28/2,Financials,-0.56
12/28/2,Information Technology,-0.62
12/28/2,Health Care,-0.64
12/28/2,Industrials,-0.71
12/28/2,Materials,-0.94
12/28/2,Energy,-1.09
12/29/2,Utilities,0.56
12/29/2,Real Estate,0.52
12/29/2,Consumer Discretionary,0.47
12/29/2,Materials,0.43
12/29/2,Health Care,0.39
12/29/2,Telecommunications Services,0.38
12/29/2,Industrials,0.29
12/29/2,Consumer Staples,0.29
12/29/2,Information Technology,0.26
12/29/2,Financials,0.25
12/29/2,Energy,0.06
12/3/20,Utilities,-0.03
12/3/20,Real Estate,-0.12
12/3/20,Consumer Staples,-0.13
12/3/20,Telecommunications Services,-0.17
12/3/20,Information Technology,-0.18
12/3/20,Materials,-0.21
12/3/20,Consumer Discretionary,-0.24
12/3/20,Industrials,-0.28
12/3/20,Energy,-0.35
12/3/20,Financials,-0.38
12/3/20,Health Care,-0.45
12/30/2,Real Estate,0.1
12/30/2,Telecommunications Services,-0.1
12/30/2,Health Care,-0.18
12/30/2,Consumer Staples,-0.22
12/30/2,Financials,-0.23
12/30/2,Materials,-0.25
12/30/2,Consumer Discretionary,-0.3
12/30/2,Industrials,-0.3
12/30/2,Information Technology,-0.3
12/30/2,Energy,-0.35
12/30/2,Utilities,-0.58
12/31/2,Energy,1.16
12/31/2,Consumer Discretionary,0.29
12/31/2,Materials,0.18
12/31/2,Industrials,0.15
12/31/2,Telecommunications Services,0.12
12/31/2,Financials,0.11
12/31/2,Health Care,-0.05
12/31/2,Information Technology,-0.06
12/31/2,Consumer Staples,-0.14
12/31/2,Utilities,-0.28
12/31/2,Real Estate,-0.4
12/4/20,Information Technology,0.85
12/4/20,Real Estate,0.76
12/4/20,Financials,0.69
12/4/20,Materials,0.68
12/4/20,Telecommunications Services,0.58
12/4/20,Consumer Staples,0.51
12/4/20,Health Care,0.5
12/4/20,Consumer Discretionary,0.28
12/4/20,Industrials,0.26
12/4/20,Utilities,0.24
12/4/20,Energy,-0.22
12/5/20,Utilities,0.25
12/5/20,Financials,0.23
12/5/20,Information Technology,0.14
12/5/20,Telecommunications Services,0.07
12/5/20,Consumer Discretionary,0.05
12/5/20,Industrials,0.0
12/5/20,Real Estate,0.0
12/5/20,Consumer Staples,-0.05
12/5/20,Materials,-0.13
12/5/20,Energy,-0.16
12/5/20,Health Care,-0.18
12/6/20,Materials,0.45
12/6/20,Financials,0.31
12/6/20,Real Estate,0.31
12/6/20,Industrials,0.21
12/6/20,Consumer Staples,0.21
12/6/20,Information Technology,0.19
12/6/20,Consumer Discretionary,0.06
12/6/20,Energy,0.02
12/6/20,Health Care,-0.02
12/6/20,Utilities,-0.05
12/6/20,Telecommunications Services,-0.08
12/7/20,Real Estate,0.51
12/7/20,Consumer Staples,0.4
12/7/20,Consumer Discretionary,0.36
12/7/20,Financials,0.29
12/7/20,Industrials,0.25
12/7/20,Materials,0.14
12/7/20,Information Technology,0.12
12/7/20,Utilities,0.1
12/7/20,Telecommunications Services,0.07
12/7/20,Health Care,-0.24
12/7/20,Energy,-0.74
12/8/20,Utilities,0.06
12/8/20,Consumer Staples,0.05
12/8/20,Health Care,-0.03
12/8/20,Financials,-0.11
12/8/20,Information Technology,-0.17
12/8/20,Consumer Discretionary,-0.33
12/8/20,Real Estate,-0.37
12/8/20,Industrials,-0.66
12/8/20,Telecommunications Services,-0.73
12/8/20,Materials,-0.86
12/8/20,Energy,-0.98
12/9/20,Industrials,0.51
12/9/20,Materials,0.49
12/9/20,Utilities,0.46
12/9/20,Energy,0.44
12/9/20,Health Care,0.35
12/9/20,Telecommunications Services,0.35
12/9/20,Financials,0.34
12/9/20,Consumer Staples,0.29
12/9/20,Real Estate,0.26
12/9/20,Information Technology,0.21
12/9/20,Consumer Discretionary,0.21
2/1/201,Materials,1.13
2/1/201,Information Technology,0.95
2/1/201,Health Care,0.76
2/1/201,Financials,0.7
2/1/201,Industrials,0.68
2/1/201,Consumer Discretionary,0.61
2/1/201,Utilities,0.51
2/1/201,Telecommunications Services,0.47
2/1/201,Consumer Staples,0.42
2/1/201,Energy,0.38
2/1/201,Real Estate,0.34
2/10/20,Utilities,0.6
2/10/20,Health Care,0.51
2/10/20,Real Estate,0.43
2/10/20,Information Technology,0.33
2/10/20,Consumer Discretionary,0.21
2/10/20,Energy,0.18
2/10/20,Materials,0.15
2/10/20,Financials,0.07
2/10/20,Consumer Staples,0.03
2/10/20,Telecommunications Services,-0.04
2/10/20,Industrials,-0.1
2/11/20,Energy,0.85
2/11/20,Information Technology,0.77
2/11/20,Consumer Discretionary,0.65
2/11/20,Consumer Staples,0.64
2/11/20,Telecommunications Services,0.64
2/11/20,Financials,0.61
2/11/20,Industrials,0.61
2/11/20,Materials,0.56
2/11/20,Real Estate,0.52
2/11/20,Health Care,0.49
2/11/20,Utilities,-0.13
2/12/20,Materials,0.93
2/12/20,Financials,0.88
2/12/20,Real Estate,0.73
2/12/20,Industrials,0.72
2/12/20,Consumer Discretionary,0.66
2/12/20,Information Technology,0.63
2/12/20,Telecommunications Services,0.61
2/12/20,Energy,0.3
2/12/20,Health Care,0.27
2/12/20,Consumer Staples,0.26
2/12/20,Utilities,-0.01
2/13/20,Materials,0.66
2/13/20,Energy,0.62
2/13/20,Industrials,0.62
2/13/20,Health Care,0.55
2/13/20,Information Technology,0.46
2/13/20,Consumer Staples,0.36
2/13/20,Consumer Discretionary,0.34
2/13/20,Financials,0.28
2/13/20,Telecommunications Services,0.27
2/13/20,Real Estate,0.1
2/13/20,Utilities,-0.13
2/14/20,Energy,1.07
2/14/20,Information Technology,0.63
2/14/20,Health Care,0.38
2/14/20,Consumer Staples,0.36
2/14/20,Consumer Discretionary,0.32
2/14/20,Industrials,0.23
2/14/20,Financials,0.19
2/14/20,Materials,0.14
2/14/20,Utilities,0.09
2/14/20,Real Estate,-0.13
2/14/20,Telecommunications Services,-0.56
2/15/20,Telecommunications Services,0.29
2/15/20,Utilities,0.11
2/15/20,Real Estate,0.01
2/15/20,Consumer Staples,-0.01
2/15/20,Health Care,-0.23
2/15/20,Information Technology,-0.24
2/15/20,Consumer Discretionary,-0.25
2/15/20,Financials,-0.28
2/15/20,Materials,-0.37
2/15/20,Industrials,-0.49
2/15/20,Energy,-0.58
2/16/20,Financials,1.06
2/16/20,Information Technology,1.06
2/16/20,Materials,1.05
2/16/20,Real Estate,0.93
2/16/20,Consumer Discretionary,0.91
2/16/20,Industrials,0.83
2/16/20,Health Care,0.77
2/16/20,Energy,0.62
2/16/20,Utilities,0.46
2/16/20,Consumer Staples,0.44
2/16/20,Telecommunications Services,0.42
2/17/20,Energy,0.85
2/17/20,Health Care,0.6
2/17/20,Consumer Staples,0.59
2/17/20,Consumer Discretionary,0.5
2/17/20,Materials,0.47
2/17/20,Telecommunications Services,0.45
2/17/20,Information Technology,0.39
2/17/20,Industrials,0.28
2/17/20,Financials,0.26
2/17/20,Real Estate,0.18
2/17/20,Utilities,-0.13
2/18/20,Utilities,1.02
2/18/20,Real Estate,0.79
2/18/20,Telecommunications Services,0.46
2/18/20,Consumer Staples,0.33
2/18/20,Industrials,0.23
2/18/20,Health Care,0.21
2/18/20,Materials,0.19
2/18/20,Consumer Discretionary,0.15
2/18/20,Information Technology,0.12
2/18/20,Financials,-0.05
2/18/20,Energy,-0.35
2/19/20,Energy,0.95
2/19/20,Information Technology,0.53
2/19/20,Telecommunications Services,0.43
2/19/20,Financials,0.37
2/19/20,Industrials,0.33
2/19/20,Consumer Staples,0.3
2/19/20,Health Care,0.25
2/19/20,Consumer Discretionary,0.2
2/19/20,Utilities,0.12
2/19/20,Real Estate,0.09
2/19/20,Materials,-0.03
2/2/201,Energy,0.61
2/2/201,Consumer Staples,0.38
2/2/201,Utilities,0.34
2/2/201,Health Care,0.28
2/2/201,Real Estate,0.25
2/2/201,Financials,0.24
2/2/201,Telecommunications Services,0.21
2/2/201,Industrials,0.13
2/2/201,Information Technology,0.09
2/2/201,Consumer Discretionary,0.04
2/2/201,Materials,-0.14
2/20/20,Health Care,0.37
2/20/20,Consumer Staples,0.37
2/20/20,Utilities,0.23
2/20/20,Telecommunications Services,0.17
2/20/20,Industrials,0.13
2/20/20,Real Estate,0.08
2/20/20,Financials,0.01
2/20/20,Information Technology,-0.09
2/20/20,Consumer Discretionary,-0.14
2/20/20,Materials,-0.41
2/20/20,Energy,-0.88
2/21/20,Consumer Staples,-0.18
2/21/20,Utilities,-0.22
2/21/20,Materials,-0.3
2/21/20,Consumer Discretionary,-0.34
2/21/20,Financials,-0.35
2/21/20,Health Care,-0.43
2/21/20,Telecommunications Services,-0.48
2/21/20,Industrials,-0.5
2/21/20,Energy,-0.56
2/21/20,Real Estate,-0.58
2/21/20,Information Technology,-0.73
2/22/20,Utilities,0.16
2/22/20,Consumer Staples,0.06
2/22/20,Health Care,0.03
2/22/20,Real Estate,0.01
2/22/20,Energy,-0.01
2/22/20,Industrials,-0.01
2/22/20,Consumer Discretionary,-0.08
2/22/20,Financials,-0.12
2/22/20,Materials,-0.13
2/22/20,Telecommunications Services,-0.14
2/22/20,Information Technology,-0.24
2/23/20,Real Estate,0.08
2/23/20,Consumer Staples,0.05
2/23/20,Utilities,-0.02
2/23/20,Telecommunications Services,-0.15
2/23/20,Health Care,-0.24
2/23/20,Consumer Discretionary,-0.37
2/23/20,Energy,-0.38
2/23/20,Materials,-0.49
2/23/20,Industrials,-0.51
2/23/20,Financials,-0.6
2/23/20,Information Technology,-0.79
2/24/20,Information Technology,0.77
2/24/20,Financials,0.64
2/24/20,Energy,0.6
2/24/20,Health Care,0.58
2/24/20,Industrials,0.56
2/24/20,Consumer Discretionary,0.47
2/24/20,Telecommunications Services,0.37
2/24/20,Consumer Staples,0.31
2/24/20,Materials,0.29
2/24/20,Utilities,0.13
2/24/20,Real Estate,0.0
2/25/20,Real Estate,0.4
2/25/20,Consumer Discretionary,0.28
2/25/20,Consumer Staples,0.25
2/25/20,Energy,0.23
2/25/20,Telecommunications Services,0.2
2/25/20,Health Care,0.19
2/25/20,Materials,0.18
2/25/20,Information Technology,0.04
2/25/20,Financials,-0.09
2/25/20,Industrials,-0.12
2/25/20,Utilities,-0.18
2/26/20,Materials,0.19
2/26/20,Consumer Discretionary,0.17
2/26/20,Health Care,0.12
2/26/20,Telecommunications Services,0.08
2/26/20,Financials,0.06
2/26/20,Information Technology,0.0
2/26/20,Industrials,-0.02
2/26/20,Real Estate,-0.32
2/26/20,Consumer Staples,-0.38
2/26/20,Energy,-0.46
2/26/20,Utilities,-0.97
2/27/20,Materials,0.91
2/27/20,Telecommunications Services,0.79
2/27/20,Financials,0.77
2/27/20,Consumer Discretionary,0.71
2/27/20,Industrials,0.71
2/27/20,Information Technology,0.63
2/27/20,Health Care,0.58
2/27/20,Consumer Staples,0.49
2/27/20,Real Estate,0.47
2/27/20,Energy,0.21
2/27/20,Utilities,0.1
2/28/20,Utilities,0.35
2/28/20,Materials,0.31
2/28/20,Consumer Discretionary,0.22
2/28/20,Consumer Staples,0.17
2/28/20,Financials,0.16
2/28/20,Real Estate,0.1
2/28/20,Energy,0.09
2/28/20,Industrials,0.06
2/28/20,Health Care,0.01
2/28/20,Telecommunications Services,-0.08
2/28/20,Information Technology,-0.09
2/29/20,Utilities,0.29
2/29/20,Consumer Staples,0.0
2/29/20,Telecommunications Services,-0.05
2/29/20,Consumer Discretionary,-0.29
2/29/20,Real Estate,-0.3
2/29/20,Industrials,-0.63
2/29/20,Information Technology,-0.79
2/29/20,Materials,-0.9
2/29/20,Financials,-0.98
2/29/20,Health Care,-1.11
2/29/20,Energy,-1.38
2/3/201,Telecommunications Services,0.41
2/3/201,Energy,0.31
2/3/201,Materials,0.15
2/3/201,Utilities,0.13
2/3/201,Consumer Discretionary,0.11
2/3/201,Information Technology,0.02
2/3/201,Industrials,-0.02
2/3/201,Real Estate,-0.14
2/3/201,Financials,-0.19
2/3/201,Consumer Staples,-0.24
2/3/201,Health Care,-0.45
2/4/201,Telecommunications Services,0.14
2/4/201,Industrials,0.02
2/4/201,Materials,-0.05
2/4/201,Information Technology,-0.06
2/4/201,Financials,-0.11
2/4/201,Health Care,-0.26
2/4/201,Consumer Discretionary,-0.27
2/4/201,Consumer Staples,-0.39
2/4/201,Real Estate,-0.39
2/4/201,Energy,-0.7
2/4/201,Utilities,-0.85
2/5/201,Materials,0.65
2/5/201,Financials,0.2
2/5/201,Utilities,0.15
2/5/201,Consumer Staples,0.15
2/5/201,Industrials,0.07
2/5/201,Health Care,-0.06
2/5/201,Real Estate,-0.08
2/5/201,Information Technology,-0.1
2/5/201,Telecommunications Services,-0.15
2/5/201,Consumer Discretionary,-0.27
2/5/201,Energy,-0.28
2/6/201,Consumer Discretionary,0.74
2/6/201,Energy,0.73
2/6/201,Financials,0.68
2/6/201,Materials,0.66
2/6/201,Industrials,0.45
2/6/201,Information Technology,0.4
2/6/201,Consumer Staples,0.29
2/6/201,Telecommunications Services,0.17
2/6/201,Health Care,0.02
2/6/201,Real Estate,-0.3
2/6/201,Utilities,-0.67
2/7/201,Utilities,0.51
2/7/201,Industrials,0.5
2/7/201,Financials,0.43
2/7/201,Energy,0.42
2/7/201,Consumer Discretionary,0.41
2/7/201,Information Technology,0.4
2/7/201,Health Care,0.37
2/7/201,Real Estate,0.3
2/7/201,Materials,0.22
2/7/201,Consumer Staples,0.14
2/7/201,Telecommunications Services,0.02
2/8/201,Consumer Staples,0.04
2/8/201,Consumer Discretionary,0.03
2/8/201,Industrials,0.02
2/8/201,Information Technology,-0.08
2/8/201,Health Care,-0.16
2/8/201,Energy,-0.16
2/8/201,Telecommunications Services,-0.18
2/8/201,Financials,-0.25
2/8/201,Utilities,-0.33
2/8/201,Materials,-0.53
2/8/201,Real Estate,-0.66
2/9/201,Materials,0.61
2/9/201,Industrials,0.54
2/9/201,Consumer Staples,0.48
2/9/201,Consumer Discretionary,0.44
2/9/201,Financials,0.36
2/9/201,Telecommunications Services,0.18
2/9/201,Health Care,0.18
2/9/201,Information Technology,0.09
2/9/201,Utilities,0.03
2/9/201,Real Estate,-0.53
2/9/201,Energy,-0.54
3/1/201,Health Care,0.65
3/1/201,Consumer Discretionary,0.46
3/1/201,Information Technology,0.46
3/1/201,Financials,0.41
3/1/201,Real Estate,0.22
3/1/201,Industrials,0.16
3/1/201,Energy,0.13
3/1/201,Materials,0.12
3/1/201,Consumer Staples,0.08
3/1/201,Telecommunications Services,0.01
3/1/201,Utilities,-0.11
3/10/20,Utilities,-0.05
3/10/20,Telecommunications Services,-0.07
3/10/20,Consumer Discretionary,-0.07
3/10/20,Health Care,-0.21
3/10/20,Consumer Staples,-0.22
3/10/20,Materials,-0.22
3/10/20,Energy,-0.23
3/10/20,Industrials,-0.31
3/10/20,Financials,-0.36
3/10/20,Information Technology,-0.38
3/10/20,Real Estate,-0.39
3/11/20,Real Estate,0.84
3/11/20,Energy,0.76
3/11/20,Financials,0.71
3/11/20,Health Care,0.53
3/11/20,Materials,0.43
3/11/20,Industrials,0.41
3/11/20,Consumer Discretionary,0.4
3/11/20,Information Technology,0.31
3/11/20,Telecommunications Services,0.29
3/11/20,Consumer Staples,0.01
3/11/20,Utilities,0.0
3/12/20,Utilities,0.49
3/12/20,Consumer Staples,0.47
3/12/20,Real Estate,0.41
3/12/20,Information Technology,0.26
3/12/20,Consumer Discretionary,0.25
3/12/20,Health Care,0.18
3/12/20,Industrials,0.15
3/12/20,Financials,0.06
3/12/20,Materials,0.06
3/12/20,Telecommunications Services,-0.02
3/12/20,Energy,-0.41
3/13/20,Financials,0.23
3/13/20,Utilities,0.14
3/13/20,Real Estate,0.1
3/13/20,Energy,-0.02
3/13/20,Industrials,-0.06
3/13/20,Consumer Discretionary,-0.13
3/13/20,Telecommunications Services,-0.16
